timestamp_cet,air_temperature,humidity,wind_gust_max_10min,wind_speed_avg_10min,wind_force_avg_10min,wind_direction,windchill,water_temperature,barometric_pressure_qfe,dew_point
2021-01-01T04:30:00,2.4,93.0,0.6,0.1,0.0,76.0,2.4,6.7,957.6,1.3
2021-01-01T04:40:00,2.4,93.0,0.0,0.0,0.0,39.0,2.4,6.7,957.7,1.4
2021-01-01T04:50:00,2.4,93.0,0.0,0.0,0.0,0.0,2.4,6.7,957.6,1.4
2021-01-01T05:00:00,2.5,93.0,0.0,0.0,0.0,0.0,2.5,6.7,957.8,1.4
2021-01-01T05:10:00,2.5,93.0,0.0,0.0,0.0,0.0,2.5,6.7,957.8,1.4
2021-01-01T05:20:00,2.5,93.0,0.0,0.0,0.0,346.0,2.5,6.8,957.8,1.5
2021-01-01T05:30:00,2.6,93.0,0.9,0.1,0.0,277.0,2.6,6.7,957.8,1.6
2021-01-01T05:40:00,2.7,93.0,0.5,0.0,0.0,334.0,2.7,6.7,957.8,1.7
2021-01-01T05:50:00,2.7,94.0,1.0,0.3,1.0,354.0,2.7,6.7,957.8,1.7
2021-01-01T06:00:00,2.6,94.0,0.8,0.2,0.0,9.0,2.6,6.8,957.8,1.7
2021-01-01T06:10:00,2.6,93.0,0.6,0.0,0.0,86.0,2.6,6.8,958.0,1.6
2021-01-01T06:20:00,2.5,94.0,0.7,0.2,0.0,30.0,2.5,6.8,957.9,1.6
2021-01-01T06:30:00,2.5,94.0,0.4,0.0,0.0,29.0,2.5,6.8,957.9,1.6
2021-01-01T06:40:00,2.5,94.0,0.5,0.0,0.0,49.0,2.5,6.7,958.1,1.6
2021-01-01T06:50:00,2.5,94.0,0.6,0.4,1.0,54.0,2.5,6.8,958.2,1.6
2021-01-01T07:00:00,2.5,94.0,0.4,0.0,0.0,47.0,2.5,6.8,958.3,1.6
2021-01-01T07:10:00,2.5,94.0,0.6,0.1,0.0,308.0,2.5,6.8,958.4,1.7
2021-01-01T07:20:00,2.5,95.0,0.8,0.1,0.0,302.0,2.5,6.8,958.5,1.7
2021-01-01T07:30:00,2.6,95.0,1.1,0.6,1.0,296.0,2.6,6.7,958.6,1.8
2021-01-01T07:40:00,2.6,95.0,1.3,0.8,1.0,301.0,2.6,6.7,958.7,1.9
2021-01-01T07:50:00,2.6,96.0,1.4,0.8,1.0,302.0,2.6,6.7,958.8,1.9
2021-01-01T08:00:00,2.5,96.0,1.2,0.5,1.0,305.0,2.5,6.7,958.9,1.9
2021-01-01T08:10:00,2.5,95.0,0.7,0.1,0.0,359.0,2.5,6.7,959.0,1.8
2021-01-01T08:20:00,2.4,95.0,0.0,0.0,0.0,0.0,2.4,6.7,959.1,1.8
2021-01-01T08:30:00,2.4,95.0,0.0,0.0,0.0,0.0,2.4,6.7,959.2,1.7
2021-01-01T08:40:00,2.4,95.0,0.0,0.0,0.0,0.0,2.4,6.7,959.3,1.7
2021-01-01T08:50:00,2.5,95.0,0.0,0.0,0.0,0.0,2.5,6.7,959.3,1.7
2021-01-01T09:00:00,2.5,95.0,0.0,0.0,0.0,0.0,2.5,6.7,959.4,1.7
2021-01-01T09:10:00,2.6,95.0,0.6,0.1,0.0,51.0,2.6,6.7,959.3,1.8
2021-01-01T09:20:00,2.7,95.0,0.0,0.0,0.0,0.0,2.7,6.7,959.3,1.9
2021-01-01T09:30:00,2.7,94.0,0.0,0.0,0.0,0.0,2.7,6.7,959.4,1.9
2021-01-01T09:40:00,2.8,94.0,0.0,0.0,0.0,0.0,2.8,6.7,959.4,1.9
2021-01-01T09:50:00,2.9,93.0,0.0,0.0,0.0,0.0,2.9,6.7,959.5,1.8
2021-01-01T10:00:00,3.0,91.0,0.0,0.0,0.0,0.0,3.0,6.7,959.6,1.7
2021-01-01T10:10:00,3.1,91.0,0.0,0.0,0.0,0.0,3.1,6.7,959.6,1.8
2021-01-01T10:20:00,3.2,90.0,0.0,0.0,0.0,0.0,3.2,6.7,959.6,1.7
2021-01-01T10:30:00,3.2,88.0,0.0,0.0,0.0,0.0,3.2,6.7,959.7,1.4
2021-01-01T10:40:00,3.2,88.0,1.0,0.1,0.0,225.0,3.2,6.7,959.8,1.4
2021-01-01T10:50:00,3.3,87.0,1.2,0.4,1.0,234.0,3.3,6.7,959.9,1.2
2021-01-01T11:00:00,3.3,87.0,1.0,0.3,1.0,284.0,3.3,6.7,959.9,1.3
2021-01-01T11:10:00,3.3,88.0,2.1,1.0,1.0,301.0,3.3,6.7,959.9,1.4
2021-01-01T11:20:00,3.3,87.0,2.5,1.3,1.0,308.0,3.1,6.8,959.9,1.4
2021-01-01T11:30:00,3.3,88.0,3.3,2.1,2.0,307.0,2.3,6.8,959.8,1.5
2021-01-01T11:40:00,3.3,87.0,3.4,1.5,1.0,318.0,2.9,6.7,959.8,1.3
2021-01-01T11:50:00,3.3,87.0,2.7,1.6,2.0,302.0,2.9,6.7,959.8,1.4
2021-01-01T12:00:00,3.3,88.0,2.9,2.0,2.0,305.0,2.0,6.7,959.6,1.5
2021-01-01T12:10:00,3.3,88.0,2.8,1.5,1.0,315.0,2.8,6.7,959.6,1.6
2021-01-01T12:20:00,3.2,87.0,2.6,1.4,1.0,318.0,3.1,6.7,959.5,1.3
2021-01-01T12:30:00,3.2,88.0,3.7,2.2,2.0,304.0,1.6,6.7,959.5,1.3
2021-01-01T12:40:00,3.1,86.0,3.4,1.4,1.0,315.0,2.7,6.7,959.5,1.0
2021-01-01T12:50:00,3.1,86.0,3.5,1.9,2.0,306.0,2.4,6.7,959.5,1.0
2021-01-01T13:00:00,3.0,86.0,2.7,1.4,1.0,318.0,2.9,6.7,959.4,1.0
2021-01-01T13:10:00,3.0,87.0,2.2,0.8,1.0,331.0,3.0,6.7,959.4,1.0
2021-01-01T13:20:00,3.1,87.0,3.1,1.6,2.0,313.0,2.5,6.7,959.3,1.2
2021-01-01T13:30:00,3.0,88.0,3.4,2.0,2.0,307.0,1.8,6.7,959.2,1.3
2021-01-01T13:40:00,3.0,88.0,3.4,2.0,2.0,315.0,1.9,6.7,959.1,1.2
2021-01-01T13:50:00,2.9,88.0,3.0,1.6,2.0,312.0,2.6,6.7,959.1,1.2
2021-01-01T14:00:00,2.9,89.0,2.6,1.6,2.0,314.0,2.7,6.7,959.2,1.2
2021-01-01T14:10:00,2.8,88.0,2.8,1.2,1.0,338.0,2.6,6.7,959.2,1.1
2021-01-01T14:20:00,2.7,88.0,2.8,1.3,1.0,325.0,2.5,6.7,959.2,1.0
2021-01-01T14:30:00,2.8,89.0,3.2,1.4,1.0,321.0,2.5,6.7,959.2,1.1
2021-01-01T14:40:00,2.7,89.0,2.8,1.4,1.0,332.0,2.5,6.7,959.3,1.0
2021-01-01T14:50:00,2.7,89.0,2.0,0.6,1.0,354.0,2.7,6.7,959.3,1.1
2021-01-01T15:00:00,2.8,89.0,1.8,0.8,1.0,16.0,2.8,6.7,959.4,1.1
2021-01-01T15:10:00,2.9,89.0,0.9,0.2,0.0,3.0,2.9,6.7,959.5,1.2
2021-01-01T15:20:00,2.9,88.0,2.6,1.0,1.0,354.0,2.9,6.7,959.5,1.1
2021-01-01T15:30:00,3.0,87.0,2.3,1.3,1.0,333.0,3.0,6.7,959.5,1.1
2021-01-01T15:40:00,3.0,87.0,2.2,0.9,1.0,329.0,3.0,6.7,959.5,1.1
2021-01-01T15:50:00,3.0,88.0,2.6,1.2,1.0,321.0,2.9,6.7,959.6,1.1
2021-01-01T16:00:00,3.0,88.0,2.9,1.4,1.0,305.0,2.6,6.7,959.6,1.2
2021-01-01T16:10:00,3.0,87.0,2.5,1.0,1.0,297.0,3.0,6.7,959.6,1.1
2021-01-01T16:20:00,3.0,87.0,2.3,0.6,1.0,310.0,3.0,6.7,959.7,1.1
2021-01-01T16:30:00,3.0,86.0,2.7,1.2,1.0,311.0,2.9,6.7,959.7,1.0
2021-01-01T16:40:00,3.0,86.0,2.3,1.2,1.0,298.0,3.0,6.7,959.7,1.0
2021-01-01T16:50:00,3.0,86.0,2.6,1.2,1.0,303.0,3.0,6.7,959.8,1.0
2021-01-01T17:00:00,3.0,86.0,3.4,1.8,2.0,294.0,2.4,6.7,959.8,0.9
2021-01-01T17:10:00,3.0,85.0,2.4,1.2,1.0,301.0,3.0,6.7,960.0,0.8
2021-01-01T17:20:00,3.0,85.0,2.6,1.0,1.0,282.0,2.9,6.7,960.1,0.8
2021-01-01T17:30:00,3.1,85.0,3.2,1.4,1.0,287.0,2.7,6.7,960.1,0.8
2021-01-01T17:40:00,3.0,85.0,2.7,1.3,1.0,301.0,3.0,6.7,960.2,0.8
2021-01-01T17:50:00,3.0,85.0,2.4,1.2,1.0,320.0,3.0,6.7,960.2,0.8
2021-01-01T18:00:00,3.0,85.0,2.7,1.2,1.0,305.0,2.9,6.7,960.3,0.8
2021-01-01T18:10:00,3.0,85.0,2.4,1.3,1.0,304.0,2.9,6.8,960.4,0.7
2021-01-01T18:20:00,3.0,86.0,3.2,1.4,1.0,306.0,2.5,6.7,960.5,0.8
2021-01-01T18:30:00,2.9,86.0,2.7,1.3,1.0,311.0,2.6,6.7,960.4,0.8
2021-01-01T18:40:00,2.9,87.0,3.2,1.3,1.0,302.0,2.3,6.7,960.5,0.9
2021-01-01T18:50:00,2.9,87.0,2.9,1.4,1.0,307.0,2.6,6.7,960.5,0.9
2021-01-01T19:00:00,2.9,87.0,2.5,1.6,2.0,306.0,2.8,6.7,960.5,0.9
2021-01-01T19:10:00,2.8,87.0,2.6,0.9,1.0,329.0,2.7,6.7,960.5,0.8
2021-01-01T19:20:00,2.7,88.0,1.8,0.7,1.0,300.0,2.7,6.7,960.5,0.8
2021-01-01T19:30:00,2.6,89.0,2.4,1.1,1.0,303.0,2.6,6.7,960.5,1.0
2021-01-01T19:40:00,2.5,89.0,2.3,0.6,1.0,310.0,2.5,6.7,960.5,0.9
2021-01-01T19:50:00,2.4,88.0,1.3,0.3,1.0,305.0,2.4,6.7,960.5,0.7
2021-01-01T20:00:00,2.4,88.0,1.5,0.6,1.0,320.0,2.4,6.7,960.6,0.7
2021-01-01T20:10:00,2.4,88.0,2.5,0.7,1.0,319.0,2.4,6.7,960.6,0.6
2021-01-01T20:20:00,2.4,88.0,2.1,0.9,1.0,315.0,2.4,6.7,960.5,0.5
2021-01-01T20:30:00,2.4,88.0,2.1,0.9,1.0,306.0,2.4,6.7,960.5,0.6
2021-01-01T20:40:00,2.4,88.0,2.2,0.7,1.0,311.0,2.4,6.7,960.6,0.7
2021-01-01T20:50:00,2.4,88.0,3.3,1.2,1.0,20.0,2.1,6.7,960.7,0.6
2021-01-01T21:00:00,2.3,88.0,2.3,0.9,1.0,19.0,2.3,6.7,960.8,0.6
2021-01-01T21:10:00,2.3,89.0,3.4,1.3,1.0,15.0,2.1,6.7,960.8,0.6
2021-01-01T21:20:00,2.3,89.0,3.1,1.2,1.0,13.0,2.0,6.7,960.8,0.7
2021-01-01T21:30:00,2.3,90.0,3.2,1.3,1.0,18.0,2.0,6.7,960.9,0.7
2021-01-01T21:40:00,2.2,91.0,3.0,1.5,1.0,20.0,1.7,6.7,960.9,0.9
2021-01-01T21:50:00,2.2,92.0,4.0,1.7,2.0,19.0,1.3,6.7,961.0,1.0
2021-01-01T22:00:00,2.1,92.0,4.3,2.0,2.0,18.0,0.8,6.7,960.9,1.0
2021-01-01T22:10:00,2.2,92.0,3.6,1.7,2.0,13.0,1.5,6.7,960.9,1.0
2021-01-01T22:20:00,2.2,92.0,3.3,1.5,1.0,23.0,1.7,6.7,961.0,1.0
2021-01-01T22:30:00,2.2,92.0,3.6,1.6,2.0,22.0,1.7,6.7,961.0,1.1
2021-01-01T22:40:00,2.2,92.0,4.1,2.2,2.0,23.0,0.5,6.7,961.1,1.0
2021-01-01T22:50:00,2.2,92.0,3.7,1.9,2.0,19.0,1.1,6.7,961.1,1.0
2021-01-01T23:00:00,2.2,92.0,4.6,2.1,2.0,16.0,0.7,6.7,961.1,1.0
2021-01-01T23:10:00,2.2,91.0,4.2,1.8,2.0,18.0,1.4,6.7,961.1,0.9
2021-01-01T23:20:00,2.3,90.0,3.9,1.7,2.0,21.0,1.4,6.7,961.1,0.9
2021-01-01T23:30:00,2.3,90.0,4.4,2.2,2.0,21.0,0.5,6.7,961.1,0.8
2021-01-01T23:40:00,2.3,89.0,4.4,2.3,2.0,17.0,0.3,6.7,961.1,0.7
2021-01-01T23:50:00,2.4,89.0,4.4,2.5,2.0,20.0,0.0,6.7,961.1,0.7
2021-01-02T00:00:00,2.4,88.0,4.6,2.2,2.0,24.0,0.7,6.7,961.1,0.6
2021-01-02T00:10:00,2.4,88.0,4.3,1.7,2.0,24.0,1.7,6.7,961.2,0.6
2021-01-02T00:20:00,2.4,88.0,4.2,2.0,2.0,16.0,1.2,6.7,961.2,0.6
2021-01-02T00:30:00,2.4,88.0,3.7,1.9,2.0,19.0,1.2,6.7,961.2,0.6
2021-01-02T00:40:00,2.4,88.0,3.6,1.7,2.0,16.0,1.6,6.7,961.2,0.6
2021-01-02T00:50:00,2.4,88.0,2.5,0.9,1.0,11.0,2.4,6.7,961.2,0.6
2021-01-02T01:00:00,2.4,88.0,3.0,1.3,1.0,19.0,2.0,6.7,961.2,0.6
2021-01-02T01:10:00,2.4,88.0,3.4,1.0,1.0,26.0,2.2,6.7,961.3,0.6
2021-01-02T01:20:00,2.4,88.0,4.2,1.6,2.0,18.0,1.6,6.7,961.3,0.6
2021-01-02T01:30:00,2.4,87.0,4.4,2.0,2.0,31.0,0.9,6.7,961.3,0.5
2021-01-02T01:40:00,2.4,87.0,4.6,2.0,2.0,27.0,0.9,6.7,961.3,0.5
2021-01-02T01:50:00,2.4,87.0,4.1,1.6,2.0,26.0,1.5,6.7,961.4,0.5
2021-01-02T02:00:00,2.4,87.0,4.6,2.1,2.0,21.0,1.1,6.7,961.3,0.5
2021-01-02T02:10:00,2.4,87.0,4.4,2.0,2.0,23.0,0.9,6.7,961.3,0.5
2021-01-02T02:20:00,2.3,88.0,4.2,2.2,2.0,23.0,0.5,6.7,961.4,0.5
2021-01-02T02:30:00,2.3,88.0,4.9,2.4,2.0,21.0,0.2,6.7,961.4,0.5
2021-01-02T02:40:00,2.3,88.0,5.0,2.6,2.0,23.0,-0.3,6.7,961.4,0.5
2021-01-02T02:50:00,2.3,88.0,5.2,2.7,2.0,21.0,-0.6,6.7,961.4,0.5
2021-01-02T03:00:00,2.3,88.0,4.9,2.3,2.0,19.0,0.2,6.7,961.3,0.5
2021-01-02T03:10:00,2.3,88.0,6.5,3.0,2.0,15.0,-1.1,6.7,961.3,0.5
2021-01-02T03:20:00,2.3,88.0,5.2,3.0,2.0,20.0,-1.3,6.7,961.3,0.5
2021-01-02T03:30:00,2.3,88.0,4.5,2.2,2.0,34.0,0.6,6.7,961.3,0.5
2021-01-02T03:40:00,2.3,88.0,4.0,1.9,2.0,30.0,1.1,6.7,961.3,0.5
2021-01-02T03:50:00,2.3,88.0,4.1,2.0,2.0,21.0,0.9,6.7,961.3,0.5
2021-01-02T04:00:00,2.3,88.0,3.5,1.9,2.0,18.0,1.1,6.7,961.2,0.5
2021-01-02T04:10:00,2.3,88.0,4.6,1.6,2.0,13.0,1.4,6.7,961.2,0.5
2021-01-02T04:20:00,2.2,88.0,4.0,1.9,2.0,19.0,1.2,6.7,961.3,0.5
2021-01-02T04:30:00,2.2,88.0,3.7,1.9,2.0,16.0,1.2,6.7,961.2,0.5
2021-01-02T04:40:00,2.2,88.0,3.9,2.2,2.0,21.0,0.3,6.7,961.2,0.5
2021-01-02T04:50:00,2.2,88.0,3.6,1.5,1.0,29.0,1.7,6.7,961.2,0.4
2021-01-02T05:00:00,2.3,87.0,4.5,1.4,1.0,21.0,1.8,6.7,961.1,0.4
2021-01-02T05:10:00,2.3,88.0,3.8,1.7,2.0,13.0,1.6,6.7,961.1,0.4
2021-01-02T05:20:00,2.2,88.0,4.0,1.9,2.0,4.0,0.8,6.7,961.1,0.4
2021-01-02T05:30:00,2.2,88.0,4.3,1.8,2.0,360.0,1.2,6.7,961.1,0.4
2021-01-02T05:40:00,2.2,88.0,3.6,1.9,2.0,356.0,0.6,6.7,961.1,0.5
2021-01-02T05:50:00,2.2,88.0,2.9,1.2,1.0,1.0,2.0,6.7,961.2,0.5
2021-01-02T06:00:00,2.2,88.0,2.5,1.1,1.0,355.0,2.1,6.7,961.1,0.5
2021-01-02T06:10:00,2.2,89.0,3.1,1.1,1.0,359.0,2.0,6.7,961.1,0.5
2021-01-02T06:20:00,2.2,88.0,2.8,1.1,1.0,358.0,1.9,6.7,961.1,0.5
2021-01-02T06:30:00,2.2,88.0,3.4,1.2,1.0,3.0,2.0,6.7,961.1,0.5
2021-01-02T06:40:00,2.2,88.0,3.0,1.2,1.0,4.0,2.0,6.7,961.2,0.5
2021-01-02T06:50:00,2.2,88.0,3.4,1.6,2.0,358.0,1.7,6.7,961.2,0.4
2021-01-02T07:00:00,2.2,88.0,3.9,1.8,2.0,356.0,0.9,6.7,961.2,0.4
2021-01-02T07:10:00,2.2,88.0,3.7,2.0,2.0,359.0,0.8,6.7,961.3,0.4
2021-01-02T07:20:00,2.2,88.0,3.1,1.6,2.0,1.0,1.5,6.7,961.3,0.4
2021-01-02T07:30:00,2.2,87.0,4.0,1.4,1.0,4.0,1.8,6.7,961.3,0.3
2021-01-02T07:40:00,2.2,87.0,3.7,2.0,2.0,1.0,0.6,6.7,961.3,0.3
2021-01-02T07:50:00,2.2,87.0,4.2,1.7,2.0,6.0,1.5,6.7,961.3,0.3
2021-01-02T08:00:00,2.2,86.0,3.2,1.5,1.0,1.0,1.6,6.7,961.4,0.2
2021-01-02T08:10:00,2.2,86.0,2.7,1.2,1.0,7.0,2.0,6.7,961.4,0.2
2021-01-02T08:20:00,2.2,86.0,4.4,1.5,1.0,14.0,1.8,6.7,961.3,0.2
2021-01-02T08:30:00,2.2,86.0,3.5,1.2,1.0,10.0,2.0,6.7,961.2,0.1
2021-01-02T08:40:00,2.2,86.0,4.0,1.6,2.0,18.0,1.5,6.7,961.2,0.1
2021-01-02T08:50:00,2.2,86.0,4.3,1.4,1.0,22.0,1.7,6.7,961.3,0.1
2021-01-02T09:00:00,2.2,85.0,4.4,1.8,2.0,21.0,1.2,6.7,961.4,0.1
2021-01-02T09:10:00,2.2,86.0,5.4,2.1,2.0,14.0,0.6,6.7,961.3,0.1
2021-01-02T09:20:00,2.2,86.0,5.2,2.4,2.0,21.0,0.3,6.7,961.3,0.1
2021-01-02T09:30:00,2.2,86.0,4.0,2.3,2.0,7.0,0.1,6.7,961.2,0.1
2021-01-02T09:40:00,2.2,86.0,4.7,2.1,2.0,16.0,0.4,6.7,961.3,0.1
2021-01-02T09:50:00,2.2,86.0,3.4,1.5,1.0,14.0,1.9,6.7,961.4,0.1
2021-01-02T10:00:00,2.2,86.0,3.7,1.2,1.0,359.0,1.9,6.7,961.5,0.1
2021-01-02T10:10:00,2.2,86.0,3.6,1.3,1.0,348.0,2.0,6.7,961.5,0.1
2021-01-02T10:20:00,2.2,86.0,5.1,1.7,2.0,359.0,1.3,6.7,961.4,0.1
2021-01-02T10:30:00,2.3,85.0,4.1,1.4,1.0,359.0,1.5,6.7,961.4,0.1
2021-01-02T10:40:00,2.3,85.0,3.4,1.4,1.0,6.0,2.0,6.7,961.3,0.0
2021-01-02T10:50:00,2.4,84.0,4.0,1.4,1.0,352.0,1.8,6.7,961.3,0.0
2021-01-02T11:00:00,2.5,84.0,3.3,1.5,1.0,352.0,1.9,6.7,961.2,0.0
2021-01-02T11:10:00,2.5,83.0,3.3,1.2,1.0,359.0,2.4,6.7,961.2,0.0
2021-01-02T11:20:00,2.6,83.0,3.6,1.1,1.0,349.0,2.2,6.7,961.2,0.0
2021-01-02T11:30:00,2.6,82.0,4.7,1.7,2.0,2.0,1.6,6.7,961.0,-0.1
2021-01-02T11:40:00,2.6,83.0,4.3,1.7,2.0,347.0,1.9,6.7,960.9,0.0
2021-01-02T11:50:00,2.6,82.0,4.4,1.8,2.0,346.0,1.3,6.7,960.9,-0.1
2021-01-02T12:00:00,2.6,82.0,3.4,1.0,1.0,339.0,2.4,6.7,960.8,-0.1
2021-01-02T12:10:00,2.6,83.0,3.3,0.7,1.0,353.0,2.5,6.7,960.8,0.0
2021-01-02T12:20:00,2.6,83.0,2.2,1.0,1.0,327.0,2.6,6.7,960.6,0.1
2021-01-02T12:30:00,2.6,83.0,4.6,1.2,1.0,345.0,2.2,6.7,960.5,0.0
2021-01-02T12:40:00,2.6,83.0,4.0,0.8,1.0,343.0,2.3,6.7,960.4,0.0
2021-01-02T12:50:00,2.6,82.0,5.2,1.0,1.0,340.0,1.8,6.7,960.4,-0.1
2021-01-02T13:00:00,2.6,82.0,2.8,1.0,1.0,352.0,2.5,6.7,960.3,-0.1
2021-01-02T13:10:00,2.6,82.0,2.5,0.7,1.0,343.0,2.6,6.7,960.2,-0.1
2021-01-02T13:20:00,2.6,82.0,3.8,1.1,1.0,347.0,2.1,6.7,960.1,-0.2
2021-01-02T13:30:00,2.6,81.0,3.1,1.3,1.0,341.0,2.2,6.7,960.0,-0.3
2021-01-02T13:40:00,2.6,81.0,3.2,0.9,1.0,353.0,2.4,6.7,960.1,-0.3
2021-01-02T13:50:00,2.6,81.0,3.1,1.4,1.0,3.0,2.1,6.7,960.1,-0.4
2021-01-02T14:00:00,2.6,81.0,3.0,1.2,1.0,340.0,2.4,6.7,960.1,-0.3
2021-01-02T14:10:00,2.6,80.0,3.2,1.4,1.0,349.0,2.2,6.7,960.1,-0.5
2021-01-02T14:20:00,2.6,80.0,2.7,1.1,1.0,343.0,2.5,6.7,960.1,-0.5
2021-01-02T14:30:00,2.6,80.0,3.5,1.3,1.0,341.0,2.2,6.7,960.2,-0.5
2021-01-02T14:40:00,2.6,80.0,3.3,1.3,1.0,356.0,2.3,6.7,960.3,-0.5
2021-01-02T14:50:00,2.6,80.0,3.8,1.4,1.0,353.0,1.9,6.7,960.3,-0.6
2021-01-02T15:00:00,2.5,79.0,3.6,1.3,1.0,351.0,2.1,6.7,960.3,-0.6
2021-01-02T15:10:00,2.5,79.0,3.1,1.4,1.0,354.0,2.3,6.7,960.3,-0.7
2021-01-02T15:20:00,2.5,79.0,4.0,1.3,1.0,349.0,2.2,6.7,960.3,-0.8
2021-01-02T15:30:00,2.5,79.0,4.3,1.7,2.0,354.0,1.5,6.7,960.3,-0.9
2021-01-02T15:40:00,2.5,79.0,3.3,1.1,1.0,347.0,2.3,6.7,960.4,-0.8
2021-01-02T15:50:00,2.5,79.0,3.8,1.3,1.0,359.0,2.0,6.7,960.4,-0.8
2021-01-02T16:00:00,2.4,79.0,2.8,1.2,1.0,360.0,2.2,6.7,960.4,-0.9
2021-01-02T16:10:00,2.4,79.0,3.7,1.7,2.0,356.0,1.7,6.7,960.5,-0.9
2021-01-02T16:20:00,2.3,78.0,4.7,2.1,2.0,1.0,0.9,6.7,960.6,-1.0
2021-01-02T16:30:00,2.3,78.0,4.8,2.1,2.0,8.0,0.7,6.7,960.6,-1.1
2021-01-02T16:40:00,2.2,79.0,4.4,2.1,2.0,2.0,0.6,6.7,960.5,-1.1
2021-01-02T16:50:00,2.2,79.0,3.4,1.6,2.0,355.0,1.5,6.7,960.4,-1.1
2021-01-02T17:00:00,2.2,79.0,3.8,1.7,2.0,357.0,1.3,6.7,960.4,-1.1
2021-01-02T17:10:00,2.2,79.0,2.8,1.5,1.0,1.0,1.8,6.7,960.4,-1.1
2021-01-02T17:20:00,2.1,79.0,2.7,1.3,1.0,360.0,2.0,6.7,960.4,-1.1
2021-01-02T17:30:00,2.1,79.0,3.0,1.1,1.0,8.0,2.0,6.7,960.4,-1.0
2021-01-02T17:40:00,2.1,79.0,3.2,1.5,1.0,8.0,1.6,6.7,960.4,-1.1
2021-01-02T17:50:00,2.1,79.0,3.0,1.4,1.0,13.0,1.9,6.7,960.5,-1.1
2021-01-02T18:00:00,2.1,79.0,3.4,1.4,1.0,13.0,1.6,6.7,960.4,-1.1
2021-01-02T18:10:00,2.1,79.0,3.3,1.8,2.0,10.0,1.1,6.7,960.3,-1.1
2021-01-02T18:20:00,2.1,79.0,3.6,1.6,2.0,9.0,1.3,6.7,960.1,-1.1
2021-01-02T18:30:00,2.0,79.0,3.6,1.9,2.0,358.0,1.0,6.7,960.0,-1.1
2021-01-02T18:40:00,2.0,80.0,3.7,1.6,2.0,353.0,1.6,6.7,960.0,-1.1
2021-01-02T18:50:00,2.0,80.0,3.8,1.0,1.0,10.0,1.5,6.7,960.0,-1.1
2021-01-02T19:00:00,2.0,79.0,4.8,1.8,2.0,22.0,0.6,6.7,960.1,-1.3
2021-01-02T19:10:00,2.0,78.0,4.2,1.9,2.0,32.0,0.6,6.7,960.1,-1.5
2021-01-02T19:20:00,2.0,77.0,5.4,1.7,2.0,37.0,0.7,6.7,960.2,-1.5
