timestamp_cet,air_temperature,humidity,wind_gust_max_10min,wind_speed_avg_10min,wind_force_avg_10min,wind_direction,windchill,dew_point
2021-01-01T07:50:00,2.3,95.0,2.2,1.5,1.0,324.0,2.3,1.6
2021-01-01T08:00:00,2.2,95.0,2.3,1.5,1.0,331.0,2.1,1.5
2021-01-01T08:10:00,2.2,95.0,1.8,1.2,1.0,336.0,2.2,1.5
2021-01-01T08:20:00,2.3,95.0,1.0,0.4,1.0,341.0,2.3,1.6
2021-01-01T08:30:00,2.5,95.0,0.7,0.1,0.0,311.0,2.5,1.8
2021-01-01T08:40:00,2.6,94.0,0.1,0.1,0.0,283.0,2.6,1.8
2021-01-01T08:50:00,2.7,94.0,0.8,0.2,0.0,195.0,2.7,1.8
2021-01-01T09:00:00,3.0,93.0,0.1,0.1,0.0,242.0,3.0,2.0
2021-01-01T09:10:00,3.0,93.0,0.1,0.1,0.0,157.0,3.0,2.0
2021-01-01T09:20:00,3.2,92.0,0.5,0.1,0.0,85.0,3.2,2.0
2021-01-01T09:30:00,3.4,91.0,0.1,0.1,0.0,16.0,3.4,2.1
2021-01-01T09:40:00,3.3,90.0,0.1,0.1,0.0,37.0,3.3,1.9
2021-01-01T09:50:00,3.4,88.0,0.5,0.1,0.0,52.0,3.4,1.7
2021-01-01T10:00:00,3.2,88.0,0.1,0.1,0.0,103.0,3.2,1.5
2021-01-01T10:10:00,3.3,87.0,0.5,0.1,0.0,47.0,3.3,1.4
2021-01-01T10:20:00,3.5,86.0,2.0,0.8,1.0,291.0,3.5,1.5
2021-01-01T10:30:00,3.6,86.0,1.9,1.1,1.0,300.0,3.6,1.5
2021-01-01T10:40:00,3.6,84.0,2.3,1.4,1.0,298.0,3.6,1.2
2021-01-01T10:50:00,3.6,84.0,2.8,1.9,2.0,297.0,3.0,1.2
2021-01-01T11:00:00,3.5,85.0,2.9,1.8,2.0,335.0,2.8,1.2
2021-01-01T11:10:00,3.3,86.0,3.4,2.3,2.0,334.0,1.1,1.2
2021-01-01T11:20:00,3.1,88.0,3.9,2.6,2.0,336.0,0.0,1.2
2021-01-01T11:30:00,3.0,88.0,4.3,2.6,2.0,340.0,0.0,1.1
2021-01-01T11:40:00,2.9,88.0,3.9,2.8,2.0,332.0,-0.8,1.1
2021-01-01T11:50:00,3.0,87.0,3.8,2.7,2.0,322.0,-0.5,1.0
2021-01-01T12:00:00,3.0,87.0,3.6,2.1,2.0,331.0,1.3,1.1
2021-01-01T12:10:00,2.9,88.0,3.9,2.4,2.0,342.0,0.0,1.1
2021-01-01T12:20:00,2.6,88.0,4.3,2.8,2.0,335.0,-0.6,0.8
2021-01-01T12:30:00,2.5,87.0,4.0,2.4,2.0,329.0,0.1,0.7
2021-01-01T12:40:00,2.8,87.0,4.3,1.9,2.0,320.0,1.7,0.9
2021-01-01T12:50:00,2.7,87.0,3.4,1.8,2.0,336.0,1.3,0.8
2021-01-01T13:00:00,2.7,87.0,3.1,1.9,2.0,341.0,1.5,0.7
2021-01-01T13:10:00,2.7,87.0,3.5,2.1,2.0,338.0,0.7,0.8
2021-01-01T13:20:00,2.7,88.0,3.5,1.9,2.0,3.0,1.3,0.9
2021-01-01T13:30:00,2.6,89.0,3.3,2.2,2.0,335.0,0.1,0.9
2021-01-01T13:40:00,2.5,89.0,4.6,2.8,2.0,354.0,-0.7,0.8
2021-01-01T13:50:00,2.3,90.0,4.1,2.6,2.0,359.0,-1.2,0.8
2021-01-01T14:00:00,2.4,90.0,4.6,3.0,2.0,11.0,-0.6,0.9
2021-01-01T14:10:00,2.2,90.0,5.0,3.5,3.0,10.0,-2.0,0.7
2021-01-01T14:20:00,2.3,89.0,4.4,2.5,2.0,353.0,-0.9,0.8
2021-01-01T14:30:00,2.6,89.0,3.9,2.2,2.0,340.0,0.2,1.0
2021-01-01T14:40:00,2.6,89.0,4.1,2.7,2.0,359.0,-0.8,1.0
2021-01-01T14:50:00,2.6,90.0,3.7,2.0,2.0,357.0,0.7,1.1
2021-01-01T15:00:00,2.8,90.0,2.7,1.6,2.0,353.0,2.0,1.3
2021-01-01T15:10:00,2.8,89.0,4.0,2.0,2.0,350.0,1.2,1.2
2021-01-01T15:20:00,2.9,89.0,3.6,2.1,2.0,2.0,0.7,1.2
2021-01-01T15:30:00,2.8,89.0,3.4,2.1,2.0,1.0,0.9,1.1
2021-01-01T15:40:00,2.9,89.0,3.0,1.8,2.0,333.0,1.9,1.2
2021-01-01T15:50:00,3.1,87.0,3.6,2.0,2.0,323.0,1.8,1.2
2021-01-01T16:00:00,3.1,87.0,3.9,2.1,2.0,326.0,1.6,1.1
2021-01-01T16:10:00,3.1,87.0,3.4,2.1,2.0,319.0,1.6,1.1
2021-01-01T16:20:00,3.2,86.0,2.5,1.6,2.0,310.0,3.0,1.2
2021-01-01T16:30:00,3.2,85.0,3.7,2.1,2.0,316.0,1.8,1.0
2021-01-01T16:40:00,3.2,85.0,3.5,2.2,2.0,313.0,1.4,0.9
2021-01-01T16:50:00,3.1,86.0,4.1,2.3,2.0,317.0,1.0,0.9
2021-01-01T17:00:00,3.0,85.0,3.6,2.1,2.0,323.0,1.0,0.8
2021-01-01T17:10:00,3.0,85.0,4.9,2.0,2.0,330.0,1.1,0.7
2021-01-01T17:20:00,2.9,84.0,3.9,2.4,2.0,335.0,0.1,0.5
2021-01-01T17:30:00,2.9,84.0,3.3,1.8,2.0,320.0,1.5,0.5
2021-01-01T17:40:00,2.9,85.0,3.5,2.2,2.0,287.0,0.9,0.7
2021-01-01T17:50:00,2.9,85.0,3.6,2.1,2.0,293.0,1.6,0.7
2021-01-01T18:00:00,3.0,86.0,2.8,1.8,2.0,299.0,1.9,0.8
2021-01-01T18:10:00,2.9,86.0,4.3,2.4,2.0,304.0,0.9,0.8
2021-01-01T18:20:00,2.8,86.0,4.4,2.4,2.0,298.0,0.3,0.8
2021-01-01T18:30:00,2.7,87.0,4.7,2.6,2.0,321.0,-0.6,0.8
2021-01-01T18:40:00,2.6,87.0,3.9,2.3,2.0,305.0,0.7,0.7
2021-01-01T18:50:00,2.6,87.0,4.8,3.0,2.0,299.0,-1.3,0.6
2021-01-01T19:00:00,2.5,87.0,4.1,2.9,2.0,292.0,-1.1,0.5
2021-01-01T19:10:00,2.6,86.0,4.9,2.4,2.0,322.0,-0.5,0.5
2021-01-01T19:20:00,2.3,87.0,4.9,2.6,2.0,340.0,-0.7,0.4
2021-01-01T19:30:00,2.3,89.0,3.6,2.3,2.0,316.0,-0.1,0.6
2021-01-01T19:40:00,2.3,89.0,4.6,2.5,2.0,306.0,-0.3,0.6
2021-01-01T19:50:00,2.4,89.0,3.4,1.7,2.0,297.0,1.5,0.9
2021-01-01T20:00:00,2.4,89.0,3.7,2.1,2.0,320.0,0.6,0.8
2021-01-01T20:10:00,2.5,89.0,4.0,2.2,2.0,320.0,0.4,0.9
2021-01-01T20:20:00,2.5,89.0,3.4,2.3,2.0,303.0,0.6,0.8
2021-01-01T20:30:00,2.4,89.0,4.5,3.0,2.0,308.0,-1.3,0.8
2021-01-01T20:40:00,2.4,89.0,3.5,1.9,2.0,319.0,0.9,0.8
2021-01-01T20:50:00,2.5,88.0,4.8,2.6,2.0,14.0,0.0,0.8
2021-01-01T21:00:00,2.3,90.0,3.6,2.0,2.0,3.0,0.4,0.8
2021-01-01T21:10:00,2.3,90.0,3.5,2.2,2.0,6.0,-0.2,0.8
2021-01-01T21:20:00,2.3,90.0,3.3,2.0,2.0,359.0,1.1,0.9
2021-01-01T21:30:00,2.3,90.0,4.0,2.2,2.0,5.0,-0.1,0.8
2021-01-01T21:40:00,2.2,91.0,5.6,3.3,2.0,17.0,-1.1,0.9
2021-01-01T21:50:00,2.1,92.0,6.2,4.0,3.0,20.0,-2.5,1.0
2021-01-01T22:00:00,2.1,93.0,7.0,4.0,3.0,22.0,-2.5,1.1
2021-01-01T22:10:00,2.0,93.0,4.8,2.7,2.0,14.0,-1.3,1.1
2021-01-01T22:20:00,2.1,93.0,6.3,3.4,3.0,20.0,-1.6,1.1
2021-01-01T22:30:00,2.1,93.0,6.4,3.6,3.0,19.0,-2.4,1.0
2021-01-01T22:40:00,2.1,93.0,5.4,3.3,2.0,16.0,-2.0,1.1
2021-01-01T22:50:00,2.2,92.0,6.1,3.9,3.0,24.0,-2.2,1.1
2021-01-01T23:00:00,2.3,92.0,7.5,4.5,3.0,30.0,-2.3,1.1
2021-01-01T23:10:00,2.4,91.0,7.0,4.6,3.0,30.0,-2.7,1.0
2021-01-01T23:20:00,2.5,90.0,6.6,4.5,3.0,26.0,-2.5,1.0
2021-01-01T23:30:00,2.5,89.0,7.3,4.4,3.0,33.0,-2.3,0.9
2021-01-01T23:40:00,2.5,89.0,6.8,4.7,3.0,35.0,-2.6,0.9
2021-01-01T23:50:00,2.5,89.0,7.4,4.7,3.0,26.0,-2.5,0.8
2021-01-02T00:00:00,2.4,88.0,7.3,4.3,3.0,21.0,-2.9,0.7
2021-01-02T00:10:00,2.4,88.0,5.3,2.6,2.0,3.0,-0.9,0.7
2021-01-02T00:20:00,2.4,89.0,4.8,2.5,2.0,1.0,-0.6,0.8
2021-01-02T00:30:00,2.4,89.0,4.4,2.3,2.0,17.0,-0.2,0.8
2021-01-02T00:40:00,2.4,88.0,4.2,2.7,2.0,20.0,-0.6,0.7
2021-01-02T00:50:00,2.4,88.0,4.7,2.9,2.0,12.0,-1.3,0.7
2021-01-02T01:00:00,2.4,88.0,4.3,2.4,2.0,13.0,-0.1,0.6
2021-01-02T01:10:00,2.4,88.0,3.7,2.3,2.0,12.0,0.1,0.6
2021-01-02T01:20:00,2.4,88.0,4.2,2.6,2.0,19.0,-0.9,0.6
2021-01-02T01:30:00,2.4,88.0,5.4,3.0,2.0,21.0,-1.1,0.6
2021-01-02T01:40:00,2.4,87.0,5.4,3.3,2.0,18.0,-1.8,0.6
2021-01-02T01:50:00,2.4,88.0,5.3,3.3,2.0,20.0,-1.7,0.6
2021-01-02T02:00:00,2.5,88.0,6.0,3.9,3.0,20.0,-1.9,0.7
2021-01-02T02:10:00,2.4,88.0,6.7,4.1,3.0,27.0,-2.2,0.7
2021-01-02T02:20:00,2.3,89.0,5.7,4.1,3.0,29.0,-2.6,0.7
2021-01-02T02:30:00,2.3,89.0,6.0,4.8,3.0,34.0,-2.9,0.7
2021-01-02T02:40:00,2.3,89.0,7.1,4.9,3.0,37.0,-3.0,0.8
2021-01-02T02:50:00,2.3,89.0,6.5,5.0,3.0,37.0,-3.2,0.7
2021-01-02T03:00:00,2.3,89.0,8.1,5.5,4.0,35.0,-3.3,0.7
2021-01-02T03:10:00,2.3,89.0,6.7,5.1,3.0,32.0,-3.1,0.7
2021-01-02T03:20:00,2.3,89.0,7.5,5.5,4.0,26.0,-3.4,0.7
2021-01-02T03:30:00,2.3,90.0,7.6,5.0,3.0,31.0,-2.9,0.8
2021-01-02T03:40:00,2.3,90.0,7.2,5.5,4.0,38.0,-3.2,0.8
2021-01-02T03:50:00,2.3,89.0,7.2,5.4,3.0,40.0,-3.4,0.7
2021-01-02T04:00:00,2.2,89.0,7.8,5.6,4.0,31.0,-3.4,0.7
2021-01-02T04:10:00,2.2,89.0,6.8,5.2,3.0,24.0,-3.2,0.6
2021-01-02T04:20:00,2.2,89.0,7.0,4.9,3.0,28.0,-3.2,0.6
2021-01-02T04:30:00,2.3,89.0,6.3,4.8,3.0,30.0,-3.1,0.7
2021-01-02T04:40:00,2.2,89.0,7.5,4.8,3.0,28.0,-3.1,0.6
2021-01-02T04:50:00,2.2,89.0,6.9,4.6,3.0,20.0,-3.2,0.5
2021-01-02T05:00:00,2.2,90.0,6.2,4.2,3.0,20.0,-2.5,0.7
2021-01-02T05:10:00,2.2,89.0,7.2,4.9,3.0,20.0,-3.0,0.6
2021-01-02T05:20:00,2.1,90.0,6.6,4.4,3.0,19.0,-2.9,0.6
2021-01-02T05:30:00,2.1,90.0,6.9,4.8,3.0,14.0,-2.9,0.6
2021-01-02T05:40:00,2.1,89.0,6.3,4.2,3.0,14.0,-2.8,0.5
2021-01-02T05:50:00,2.0,89.0,5.5,3.3,2.0,4.0,-2.2,0.4
2021-01-02T06:00:00,2.0,89.0,6.0,3.8,3.0,2.0,-2.6,0.4
2021-01-02T06:10:00,2.0,89.0,6.5,3.8,3.0,7.0,-2.6,0.4
2021-01-02T06:20:00,2.0,89.0,4.7,3.3,2.0,18.0,-2.2,0.5
2021-01-02T06:30:00,2.1,89.0,6.0,4.0,3.0,21.0,-2.5,0.5
2021-01-02T06:40:00,2.1,89.0,6.5,4.7,3.0,27.0,-3.2,0.5
2021-01-02T06:50:00,2.1,89.0,6.5,4.7,3.0,22.0,-2.9,0.5
2021-01-02T07:00:00,2.1,89.0,6.0,4.3,3.0,13.0,-2.9,0.5
2021-01-02T07:10:00,2.1,88.0,6.0,4.0,3.0,10.0,-2.7,0.4
2021-01-02T07:20:00,2.1,88.0,7.2,3.9,3.0,11.0,-2.6,0.3
2021-01-02T07:30:00,2.1,88.0,6.3,4.1,3.0,11.0,-2.8,0.3
2021-01-02T07:40:00,2.1,88.0,5.9,3.9,3.0,3.0,-2.3,0.3
2021-01-02T07:50:00,2.1,87.0,6.0,4.0,3.0,12.0,-2.6,0.2
2021-01-02T08:00:00,2.1,87.0,6.5,3.6,3.0,13.0,-2.3,0.2
2021-01-02T08:10:00,2.1,87.0,6.8,4.4,3.0,17.0,-2.9,0.2
2021-01-02T08:20:00,2.1,87.0,6.4,4.2,3.0,14.0,-2.4,0.3
2021-01-02T08:30:00,2.1,88.0,6.2,4.6,3.0,21.0,-3.3,0.3
2021-01-02T08:40:00,2.1,88.0,6.6,4.0,3.0,18.0,-2.6,0.3
2021-01-02T08:50:00,2.1,88.0,6.4,4.4,3.0,18.0,-2.9,0.3
2021-01-02T09:00:00,2.0,88.0,6.7,3.9,3.0,21.0,-2.7,0.3
2021-01-02T09:10:00,2.1,88.0,6.1,4.4,3.0,25.0,-2.7,0.4
2021-01-02T09:20:00,2.1,88.0,6.8,5.0,3.0,25.0,-3.3,0.4
2021-01-02T09:30:00,2.0,88.0,7.6,5.7,4.0,33.0,-4.1,0.3
2021-01-02T09:40:00,2.1,88.0,8.1,5.7,4.0,34.0,-3.5,0.3
2021-01-02T09:50:00,2.0,88.0,7.7,5.6,4.0,36.0,-4.2,0.2
2021-01-02T10:00:00,2.0,88.0,6.6,4.8,3.0,29.0,-3.4,0.2
2021-01-02T10:10:00,2.0,87.0,5.9,4.0,3.0,14.0,-2.5,0.1
2021-01-02T10:20:00,2.0,87.0,5.5,3.6,3.0,15.0,-2.5,0.1
2021-01-02T10:30:00,2.1,86.0,6.2,3.5,3.0,18.0,-2.4,0.1
2021-01-02T10:40:00,2.2,86.0,7.5,4.1,3.0,15.0,-2.4,0.1
2021-01-02T10:50:00,2.2,86.0,6.5,3.6,3.0,5.0,-2.6,0.0
2021-01-02T11:00:00,2.2,85.0,6.1,3.4,3.0,356.0,-2.2,0.0
2021-01-02T11:10:00,2.2,86.0,5.9,3.2,2.0,359.0,-2.0,0.0
2021-01-02T11:20:00,2.2,86.0,5.9,3.0,2.0,5.0,-1.9,0.0
2021-01-02T11:30:00,2.2,85.0,5.7,3.4,3.0,4.0,-2.1,0.0
2021-01-02T11:40:00,2.2,85.0,4.9,3.1,2.0,4.0,-2.0,0.0
2021-01-02T11:50:00,2.2,85.0,6.1,3.6,3.0,2.0,-2.3,-0.1
2021-01-02T12:00:00,2.1,85.0,6.5,3.9,3.0,354.0,-2.5,-0.2
2021-01-02T12:10:00,2.1,85.0,5.9,3.2,2.0,358.0,-2.1,-0.1
2021-01-02T12:20:00,2.1,85.0,7.1,3.5,3.0,350.0,-2.7,-0.2
2021-01-02T12:30:00,2.1,85.0,6.4,3.4,3.0,0.0,-2.1,-0.1
2021-01-02T12:40:00,2.1,84.0,6.6,3.8,3.0,4.0,-2.4,-0.2
2021-01-02T12:50:00,2.1,84.0,6.2,3.7,3.0,2.0,-2.5,-0.3
2021-01-02T13:00:00,2.1,84.0,5.4,3.1,2.0,7.0,-1.7,-0.2
2021-01-02T13:10:00,2.1,84.0,6.7,3.8,3.0,16.0,-2.5,-0.3
2021-01-02T13:20:00,2.1,84.0,5.7,3.3,2.0,4.0,-2.3,-0.3
2021-01-02T13:30:00,2.2,83.0,6.3,3.5,3.0,7.0,-2.3,-0.3
2021-01-02T13:40:00,2.2,82.0,5.7,3.2,2.0,8.0,-2.0,-0.4
2021-01-02T13:50:00,2.3,83.0,6.9,3.8,3.0,24.0,-2.6,-0.4
2021-01-02T14:00:00,2.4,82.0,4.2,2.3,2.0,7.0,-0.1,-0.3
2021-01-02T14:10:00,2.5,81.0,5.4,3.0,2.0,12.0,-0.9,-0.4
2021-01-02T14:20:00,2.4,81.0,6.3,3.1,2.0,9.0,-1.9,-0.5
2021-01-02T14:30:00,2.3,80.0,7.1,3.6,3.0,7.0,-2.2,-0.7
2021-01-02T14:40:00,2.3,81.0,5.6,3.4,3.0,6.0,-2.1,-0.7
2021-01-02T14:50:00,2.3,81.0,7.4,3.9,3.0,11.0,-2.3,-0.7
2021-01-02T15:00:00,2.3,81.0,7.3,4.1,3.0,12.0,-2.5,-0.6
2021-01-02T15:10:00,2.3,80.0,6.3,3.4,3.0,10.0,-2.5,-0.8
2021-01-02T15:20:00,2.3,80.0,5.7,3.3,2.0,8.0,-2.3,-0.8
2021-01-02T15:30:00,2.3,80.0,5.9,3.5,3.0,356.0,-2.1,-0.9
2021-01-02T15:40:00,2.2,80.0,6.1,4.0,3.0,7.0,-2.8,-1.0
2021-01-02T15:50:00,2.2,80.0,7.4,4.1,3.0,3.0,-2.6,-1.0
2021-01-02T16:00:00,2.1,80.0,6.5,4.3,3.0,14.0,-3.3,-1.0
2021-01-02T16:10:00,2.1,80.0,8.2,4.4,3.0,20.0,-2.9,-1.0
2021-01-02T16:20:00,2.1,80.0,6.8,4.4,3.0,15.0,-3.4,-0.9
2021-01-02T16:30:00,2.1,80.0,6.2,4.4,3.0,22.0,-3.0,-0.9
2021-01-02T16:40:00,2.1,81.0,6.3,4.2,3.0,19.0,-3.0,-0.9
2021-01-02T16:50:00,2.0,80.0,6.9,4.4,3.0,10.0,-3.4,-1.0
2021-01-02T17:00:00,2.0,81.0,6.5,4.1,3.0,12.0,-3.0,-0.9
2021-01-02T17:10:00,1.9,80.0,7.1,5.0,3.0,15.0,-3.6,-1.1
2021-01-02T17:20:00,1.9,81.0,6.7,4.4,3.0,18.0,-3.4,-1.0
2021-01-02T17:30:00,2.0,81.0,6.4,4.2,3.0,12.0,-3.1,-1.0
2021-01-02T17:40:00,1.9,81.0,5.7,4.2,3.0,17.0,-3.1,-1.0
2021-01-02T17:50:00,2.0,81.0,7.0,4.1,3.0,12.0,-3.1,-1.0
2021-01-02T18:00:00,1.9,80.0,6.7,4.3,3.0,9.0,-3.5,-1.1
2021-01-02T18:10:00,2.0,81.0,6.1,4.2,3.0,16.0,-3.1,-0.9
2021-01-02T18:20:00,2.0,81.0,6.4,4.4,3.0,18.0,-3.4,-0.9
2021-01-02T18:30:00,1.9,81.0,6.1,4.2,3.0,13.0,-3.3,-1.0
2021-01-02T18:40:00,2.0,81.0,6.0,3.8,3.0,15.0,-2.8,-1.0
2021-01-02T18:50:00,2.0,81.0,6.5,4.1,3.0,10.0,-3.3,-1.0
2021-01-02T19:00:00,2.0,81.0,6.4,3.5,3.0,21.0,-2.4,-1.0
2021-01-02T19:10:00,2.0,81.0,5.4,3.6,3.0,20.0,-2.7,-1.0
2021-01-02T19:20:00,2.0,81.0,6.8,4.1,3.0,29.0,-2.8,-0.9
2021-01-02T19:30:00,2.0,80.0,7.1,4.8,3.0,38.0,-3.6,-1.1
2021-01-02T19:40:00,2.0,80.0,5.9,4.0,3.0,42.0,-2.9,-1.1
2021-01-02T19:50:00,2.0,80.0,6.7,4.1,3.0,41.0,-3.2,-1.1
2021-01-02T20:00:00,1.9,80.0,6.2,4.4,3.0,40.0,-3.5,-1.2
2021-01-02T20:10:00,2.0,79.0,6.7,4.7,3.0,31.0,-3.4,-1.2
2021-01-02T20:20:00,1.9,79.0,6.3,4.4,3.0,27.0,-3.4,-1.3
2021-01-02T20:30:00,1.9,80.0,6.3,4.2,3.0,27.0,-3.2,-1.2
2021-01-02T20:40:00,1.9,80.0,6.1,4.2,3.0,26.0,-3.0,-1.2
2021-01-02T20:50:00,1.8,80.0,6.5,4.7,3.0,28.0,-3.8,-1.3
2021-01-02T21:00:00,1.8,80.0,6.6,4.4,3.0,26.0,-3.3,-1.3
2021-01-02T21:10:00,1.6,79.0,8.2,5.0,3.0,24.0,-4.5,-1.5
2021-01-02T21:20:00,1.6,80.0,6.8,3.9,3.0,25.0,-3.6,-1.5
2021-01-02T21:30:00,1.6,79.0,7.2,4.2,3.0,32.0,-3.1,-1.6
2021-01-02T21:40:00,1.5,79.0,5.5,3.6,3.0,26.0,-3.4,-1.6
2021-01-02T21:50:00,1.5,79.0,6.1,3.3,2.0,28.0,-3.0,-1.8
2021-01-02T22:00:00,1.5,80.0,4.5,2.4,2.0,10.0,-2.0,-1.6
2021-01-02T22:10:00,1.5,79.0,5.0,2.8,2.0,16.0,-2.0,-1.8
2021-01-02T22:20:00,1.3,79.0,4.8,3.1,2.0,13.0,-3.1,-1.8
2021-01-02T22:30:00,1.4,82.0,5.7,2.6,2.0,32.0,-1.9,-1.2
2021-01-02T22:40:00,1.3,81.0,5.7,3.6,3.0,37.0,-3.2,-1.5
2021-01-02T22:50:00,1.2,82.0,5.0,3.1,2.0,35.0,-2.5,-1.5
2021-01-02T23:00:00,1.3,83.0,3.9,2.5,2.0,24.0,-1.8,-1.3
2021-01-02T23:10:00,1.3,82.0,5.1,3.6,3.0,20.0,-3.2,-1.4
2021-01-02T23:20:00,1.1,82.0,5.9,3.7,3.0,22.0,-3.6,-1.7
2021-01-02T23:30:00,1.1,82.0,5.6,2.7,2.0,14.0,-2.8,-1.7
2021-01-02T23:40:00,1.2,81.0,4.6,2.8,2.0,21.0,-2.6,-1.6
2021-01-02T23:50:00,1.2,80.0,4.4,2.6,2.0,12.0,-2.2,-1.8
2021-01-03T00:00:00,1.2,81.0,4.2,2.2,2.0,14.0,-1.6,-1.6
2021-01-03T00:10:00,1.3,80.0,4.0,2.0,2.0,345.0,-0.3,-1.7
2021-01-03T00:20:00,1.1,79.0,4.4,2.4,2.0,352.0,-2.3,-2.0
2021-01-03T00:30:00,1.0,81.0,4.0,2.5,2.0,37.0,-1.7,-1.9
2021-01-03T00:40:00,1.1,82.0,3.7,2.4,2.0,47.0,-1.7,-1.6
2021-01-03T00:50:00,1.0,83.0,5.4,2.5,2.0,32.0,-1.9,-1.5
2021-01-03T01:00:00,0.8,84.0,4.8,2.9,2.0,42.0,-2.4,-1.5
2021-01-03T01:10:00,0.8,85.0,3.9,1.3,1.0,61.0,-0.2,-1.5
2021-01-03T01:20:00,1.0,84.0,2.5,1.3,1.0,8.0,0.9,-1.4
2021-01-03T01:30:00,1.0,83.0,3.4,1.4,1.0,36.0,0.5,-1.5
2021-01-03T01:40:00,1.0,84.0,3.6,1.9,2.0,45.0,-1.2,-1.4
2021-01-03T01:50:00,1.0,85.0,2.8,1.4,1.0,24.0,-0.3,-1.1
2021-01-03T02:00:00,1.0,84.0,3.5,2.1,2.0,350.0,-0.5,-1.4
2021-01-03T02:10:00,1.0,83.0,2.8,1.6,2.0,352.0,0.7,-1.5
